"BOOKINGID","REGISTRATIONNO","BOOKINGDATE","DEPARTUREZONE","DESTINATIONZONE","PASSENGERID"
T8935,Car27,2017-12-23 17:00:00.000,ZoneD,ZoneC,U069
T8936,Car04,2019-11-20 04:00:00.000,ZoneC,ZoneB,U131
T8937,Car01,2017-07-13 14:00:00.000,ZoneC,ZoneD,U134
T8938,Car08,2018-10-17 20:00:00.000,ZoneC,ZoneB,U043
T8939,Car03,2015-04-26 05:00:00.000,ZoneC,ZoneC,U160
T8940,Car10,2020-01-23 08:00:00.000,ZoneC,ZoneB,U023
T8941,Car15,2021-03-03 03:00:00.000,ZoneB,ZoneB,U088
T8942,Car07,2019-12-23 17:00:00.000,ZoneD,ZoneA,U097
T8943,Car26,2018-08-14 16:00:00.000,ZoneA,ZoneB,U040
T8944,Car08,2021-05-11 07:00:00.000,ZoneD,ZoneA,U107
T8945,Car15,2020-09-08 12:00:00.000,ZoneA,ZoneD,U036
T8946,Car22,2018-10-04 22:00:00.000,ZoneC,ZoneA,U024
T8947,Car06,2016-06-30 11:00:00.000,ZoneA,ZoneB,U130
T8948,Car04,2015-02-27 02:00:00.000,ZoneA,ZoneA,U096
T8949,Car12,2015-10-12 09:00:00.000,ZoneA,ZoneB,U111
T8950,Car14,2015-11-24 07:00:00.000,ZoneB,ZoneA,U119
T8951,Car21,2018-07-02 18:00:00.000,ZoneB,ZoneB,U103
T8952,Car12,2015-01-25 19:00:00.000,ZoneA,ZoneB,U143
T8953,Car15,2015-11-10 13:00:00.000,ZoneD,ZoneB,U103
T8954,Car05,2018-09-17 20:00:00.000,ZoneC,ZoneA,U157
T8955,Car04,2020-09-30 09:00:00.000,ZoneD,ZoneC,U015
T8956,Car10,2021-07-16 03:00:00.000,ZoneC,ZoneA,U140
T8957,Car14,2017-08-06 08:00:00.000,ZoneD,ZoneC,U056
T8958,Car25,2018-12-09 08:00:00.000,ZoneB,ZoneC,U040
T8959,Car17,2016-12-28 07:00:00.000,ZoneB,ZoneD,U094
T8960,Car15,2019-09-14 02:00:00.000,ZoneA,ZoneC,U036
T8961,Car23,2015-07-27 07:00:00.000,ZoneC,ZoneA,U100
T8962,Car13,2015-06-08 13:00:00.000,ZoneD,ZoneA,U052
T8963,Car14,2018-11-21 15:00:00.000,ZoneB,ZoneD,U059
T8964,Car26,2016-02-16 11:00:00.000,ZoneC,ZoneD,U115
T8965,Car15,2015-03-19 17:00:00.000,ZoneA,ZoneB,U158
T8966,Car17,2019-09-15 08:00:00.000,ZoneA,ZoneB,U061
T8967,Car06,2016-09-23 21:00:00.000,ZoneB,ZoneB,U019
T8968,Car01,2019-10-01 09:00:00.000,ZoneD,ZoneD,U124
T8969,Car05,2021-12-26 06:00:00.000,ZoneA,ZoneC,U114
T8970,Car04,2018-06-26 07:00:00.000,ZoneA,ZoneC,U041
T8971,Car25,2015-10-29 21:00:00.000,ZoneC,ZoneA,U098
T8972,Car17,2015-12-17 05:00:00.000,ZoneC,ZoneA,U034
T8973,Car17,2021-12-02 22:00:00.000,ZoneB,ZoneB,U047
T8974,Car30,2020-07-14 21:00:00.000,ZoneB,ZoneC,U129
T8975,Car21,2020-04-05 01:00:00.000,ZoneC,ZoneA,U069
T8976,Car21,2020-02-10 01:00:00.000,ZoneA,ZoneD,U036
T8977,Car10,2015-06-10 15:00:00.000,ZoneA,ZoneC,U087
T8978,Car03,2021-09-13 07:00:00.000,ZoneA,ZoneD,U031
T8979,Car03,2021-03-22 02:00:00.000,ZoneD,ZoneA,U037
T8980,Car23,2016-09-19 12:00:00.000,ZoneC,ZoneC,U122
T8981,Car02,2021-11-05 15:00:00.000,ZoneC,ZoneB,U051
T8982,Car30,2018-12-22 21:00:00.000,ZoneB,ZoneC,U018
T8983,Car17,2019-01-16 16:00:00.000,ZoneA,ZoneB,U074
T8984,Car26,2021-07-10 22:00:00.000,ZoneC,ZoneD,U041
T8985,Car22,2020-05-06 02:00:00.000,ZoneC,ZoneD,U087
T8986,Car09,2021-01-25 21:00:00.000,ZoneD,ZoneA,U045
T8987,Car24,2018-04-11 16:00:00.000,ZoneD,ZoneB,U059
T8988,Car27,2015-03-01 09:00:00.000,ZoneA,ZoneD,U055
T8989,Car27,2019-09-14 07:00:00.000,ZoneB,ZoneB,U041
T8990,Car24,2021-06-23 05:00:00.000,ZoneB,ZoneC,U107
T8991,Car23,2015-12-11 04:00:00.000,ZoneC,ZoneB,U148
T8992,Car29,2021-03-19 09:00:00.000,ZoneB,ZoneC,U098
T8993,Car13,2015-07-07 12:00:00.000,ZoneC,ZoneB,U035
T8994,Car23,2018-03-05 09:00:00.000,ZoneC,ZoneC,U051
T8995,Car07,2020-12-14 09:00:00.000,ZoneB,ZoneC,U109
T8996,Car30,2016-05-16 01:00:00.000,ZoneC,ZoneD,U130
T8997,Car06,2017-11-05 19:00:00.000,ZoneA,ZoneC,U015
T8998,Car16,2015-07-05 15:00:00.000,ZoneD,ZoneB,U034
T8999,Car23,2018-11-02 06:00:00.000,ZoneB,ZoneB,U010
T9000,Car27,2020-02-11 22:00:00.000,ZoneC,ZoneC,U067
T9001,Car07,2015-12-25 18:00:00.000,ZoneA,ZoneD,U136
T9002,Car15,2017-09-03 06:00:00.000,ZoneB,ZoneD,U024
T9003,Car18,2020-01-21 06:00:00.000,ZoneB,ZoneC,U065
T9004,Car23,2016-02-03 03:00:00.000,ZoneB,ZoneD,U126
T9005,Car15,2018-06-18 14:00:00.000,ZoneD,ZoneC,U063
T9006,Car01,2015-11-26 14:00:00.000,ZoneD,ZoneA,U131
T9007,Car07,2015-12-06 19:00:00.000,ZoneD,ZoneD,U111
T9009,Car30,2021-07-31 18:00:00.000,ZoneA,ZoneD,U018
T9010,Car07,2017-06-25 11:00:00.000,ZoneA,ZoneC,U050
T9011,Car06,2019-04-14 04:00:00.000,ZoneC,ZoneC,U084
T9012,Car14,2016-07-27 23:00:00.000,ZoneD,ZoneD,U153
T9013,Car23,2017-12-15 04:00:00.000,ZoneB,ZoneD,U133
T9014,Car08,2017-01-06 16:00:00.000,ZoneD,ZoneA,U012
T9015,Car10,2021-09-13 17:00:00.000,ZoneC,ZoneC,U101
T9016,Car11,2018-09-01 04:00:00.000,ZoneB,ZoneA,U036
T9018,Car09,2021-01-12 13:00:00.000,ZoneD,ZoneA,U050
T9019,Car30,2016-01-13 17:00:00.000,ZoneC,ZoneA,U100
T9021,Car23,2021-01-10 21:00:00.000,ZoneB,ZoneC,U073
T9022,Car17,2017-10-23 11:00:00.000,ZoneC,ZoneA,U027
T9023,Car05,2018-11-02 01:00:00.000,ZoneD,ZoneA,U144
T9024,Car12,2017-06-05 16:00:00.000,ZoneD,ZoneD,U134
T9025,Car11,2019-05-06 21:00:00.000,ZoneB,ZoneA,U069
T9027,Car07,2017-09-05 18:00:00.000,ZoneB,ZoneB,U117
T9028,Car08,2017-06-20 01:00:00.000,ZoneA,ZoneD,U076
T9029,Car06,2015-05-29 08:00:00.000,ZoneB,ZoneD,U112
T9030,Car21,2017-01-29 04:00:00.000,ZoneD,ZoneB,U084
T9031,Car02,2019-09-09 12:00:00.000,ZoneC,ZoneD,U089
T9032,Car08,2020-11-22 07:00:00.000,ZoneA,ZoneB,U072
T9033,Car14,2017-03-20 19:00:00.000,ZoneD,ZoneD,U066
T9034,Car29,2018-08-05 12:00:00.000,ZoneD,ZoneA,U024
T9035,Car16,2015-08-01 12:00:00.000,ZoneB,ZoneD,U136
T9037,Car07,2017-01-16 16:00:00.000,ZoneB,ZoneA,U069
T9038,Car12,2020-12-26 11:00:00.000,ZoneA,ZoneD,U076
T9039,Car21,2020-02-12 03:00:00.000,ZoneA,ZoneC,U135
T9040,Car24,2020-06-20 17:00:00.000,ZoneC,ZoneC,U091
T9041,Car06,2018-04-18 03:00:00.000,ZoneC,ZoneB,U061
T9042,Car03,2017-11-23 02:00:00.000,ZoneB,ZoneA,U152
T9043,Car09,2021-05-09 00:00:00.000,ZoneA,ZoneD,U029
T9044,Car10,2017-02-19 15:00:00.000,ZoneB,ZoneB,U073
T9045,Car13,2017-01-12 22:00:00.000,ZoneA,ZoneB,U058
T9046,Car11,2019-08-11 23:00:00.000,ZoneB,ZoneC,U153
T9047,Car08,2018-05-20 05:00:00.000,ZoneC,ZoneB,U089
T9048,Car22,2019-10-26 04:00:00.000,ZoneB,ZoneB,U051
T9049,Car29,2017-03-16 05:00:00.000,ZoneC,ZoneC,U036
T9050,Car02,2016-09-21 14:00:00.000,ZoneB,ZoneA,U127
T9051,Car26,2021-12-25 20:00:00.000,ZoneC,ZoneD,U031
T9052,Car21,2020-02-05 16:00:00.000,ZoneC,ZoneA,U070
T9053,Car26,2020-12-15 05:00:00.000,ZoneC,ZoneA,U039
T9054,Car15,2015-11-06 04:00:00.000,ZoneC,ZoneC,U073
T9055,Car24,2015-05-27 01:00:00.000,ZoneA,ZoneC,U058
T9056,Car01,2019-06-05 06:00:00.000,ZoneA,ZoneD,U053
T9057,Car29,2021-03-02 02:00:00.000,ZoneC,ZoneD,U140
T9058,Car28,2021-05-11 22:00:00.000,ZoneD,ZoneD,U084
T9059,Car03,2016-01-05 19:00:00.000,ZoneA,ZoneC,U140
T9060,Car24,2018-06-22 08:00:00.000,ZoneC,ZoneA,U030
T9061,Car30,2019-04-09 19:00:00.000,ZoneC,ZoneC,U137
T9062,Car08,2017-02-28 19:00:00.000,ZoneC,ZoneA,U024
T9063,Car17,2018-12-12 11:00:00.000,ZoneD,ZoneA,U028
T9064,Car13,2020-06-19 21:00:00.000,ZoneD,ZoneD,U159
T9065,Car08,2020-08-20 13:00:00.000,ZoneD,ZoneD,U155
T9066,Car06,2021-12-29 19:00:00.000,ZoneB,ZoneD,U140
T9067,Car19,2017-01-14 14:00:00.000,ZoneD,ZoneC,U046
T9068,Car29,2020-12-01 06:00:00.000,ZoneB,ZoneC,U115
T9069,Car26,2020-10-02 21:00:00.000,ZoneA,ZoneD,U123
T9070,Car30,2016-07-15 06:00:00.000,ZoneA,ZoneB,U061
T9071,Car22,2015-02-04 04:00:00.000,ZoneA,ZoneC,U010
T9072,Car14,2021-08-10 13:00:00.000,ZoneD,ZoneA,U109
T9073,Car02,2019-12-14 03:00:00.000,ZoneA,ZoneA,U096
T9074,Car01,2020-02-17 13:00:00.000,ZoneA,ZoneD,U060
T9075,Car15,2021-04-21 07:00:00.000,ZoneB,ZoneC,U029
T9076,Car21,2020-05-31 02:00:00.000,ZoneB,ZoneC,U014
T9077,Car18,2021-12-09 14:00:00.000,ZoneA,ZoneA,U012
T9078,Car21,2018-08-23 10:00:00.000,ZoneB,ZoneA,U132
T9079,Car30,2021-12-28 18:00:00.000,ZoneC,ZoneA,U054
T9080,Car22,2021-10-09 23:00:00.000,ZoneC,ZoneD,U159
T9081,Car05,2018-06-01 12:00:00.000,ZoneA,ZoneB,U161
T9082,Car13,2018-10-02 00:00:00.000,ZoneA,ZoneA,U047
T9083,Car04,2016-11-29 13:00:00.000,ZoneA,ZoneD,U151
T9084,Car19,2018-07-08 14:00:00.000,ZoneC,ZoneC,U037
T9085,Car29,2020-01-13 18:00:00.000,ZoneA,ZoneD,U012
T9086,Car15,2019-12-26 05:00:00.000,ZoneC,ZoneA,U030
T9087,Car09,2020-03-17 02:00:00.000,ZoneC,ZoneC,U036
T9088,Car05,2015-02-23 23:00:00.000,ZoneB,ZoneA,U109
T9089,Car20,2017-10-14 17:00:00.000,ZoneA,ZoneC,U138
T9090,Car08,2018-07-17 18:00:00.000,ZoneC,ZoneB,U020
T9091,Car08,2018-06-06 02:00:00.000,ZoneB,ZoneB,U125
T9092,Car17,2019-11-17 06:00:00.000,ZoneB,ZoneA,U033
T9093,Car12,2018-10-27 15:00:00.000,ZoneC,ZoneB,U107
T9094,Car09,2018-02-26 12:00:00.000,ZoneB,ZoneA,U150
T9095,Car13,2017-01-05 05:00:00.000,ZoneA,ZoneB,U131
T9096,Car24,2017-12-22 11:00:00.000,ZoneC,ZoneB,U127
T9097,Car29,2020-03-23 23:00:00.000,ZoneB,ZoneC,U012
T9098,Car02,2018-08-16 03:00:00.000,ZoneB,ZoneC,U155
T9099,Car12,2021-04-17 23:00:00.000,ZoneA,ZoneB,U072
T9100,Car27,2019-12-04 03:00:00.000,ZoneB,ZoneB,U066
T9101,Car21,2019-11-10 14:00:00.000,ZoneA,ZoneC,U036
T9102,Car30,2020-11-25 05:00:00.000,ZoneA,ZoneD,U081
T9103,Car24,2021-10-21 10:00:00.000,ZoneA,ZoneC,U068
T9104,Car20,2017-05-01 11:00:00.000,ZoneD,ZoneD,U135
T9105,Car07,2017-02-01 02:00:00.000,ZoneD,ZoneD,U147
T9106,Car19,2020-07-11 23:00:00.000,ZoneC,ZoneD,U080
T9107,Car13,2019-12-28 22:00:00.000,ZoneD,ZoneB,U070
T9108,Car28,2015-02-25 00:00:00.000,ZoneD,ZoneC,U089
T9109,Car23,2018-04-03 08:00:00.000,ZoneB,ZoneD,U082
T9110,Car18,2019-04-07 17:00:00.000,ZoneC,ZoneB,U147
T9111,Car26,2020-12-14 19:00:00.000,ZoneD,ZoneD,U141
T9112,Car28,2019-03-18 12:00:00.000,ZoneC,ZoneB,U154
T9113,Car25,2017-03-20 19:00:00.000,ZoneB,ZoneD,U031
T9114,Car20,2020-05-20 06:00:00.000,ZoneC,ZoneB,U090
T9115,Car13,2017-11-23 17:00:00.000,ZoneD,ZoneC,U080
T9116,Car25,2018-09-18 11:00:00.000,ZoneB,ZoneB,U128
T9117,Car26,2017-01-01 11:00:00.000,ZoneB,ZoneC,U040
T9118,Car09,2015-09-25 22:00:00.000,ZoneD,ZoneC,U036
T9119,Car03,2020-02-18 19:00:00.000,ZoneB,ZoneD,U159
T9120,Car30,2015-03-21 04:00:00.000,ZoneA,ZoneB,U157
T9121,Car11,2021-09-27 06:00:00.000,ZoneB,ZoneA,U067
T9122,Car30,2021-05-31 22:00:00.000,ZoneB,ZoneC,U014
T9123,Car08,2020-02-17 18:00:00.000,ZoneB,ZoneC,U125
T9124,Car04,2015-03-31 19:00:00.000,ZoneB,ZoneB,U062
T9125,Car05,2021-03-22 17:00:00.000,ZoneD,ZoneD,U158
T9126,Car21,2018-06-17 03:00:00.000,ZoneC,ZoneC,U046
T9127,Car13,2020-04-02 18:00:00.000,ZoneD,ZoneD,U116
T9128,Car13,2021-08-01 19:00:00.000,ZoneC,ZoneA,U046
T9129,Car13,2018-03-06 05:00:00.000,ZoneC,ZoneA,U116
T9130,Car16,2021-06-09 11:00:00.000,ZoneC,ZoneC,U025
T10020,Car19,2018-08-18 20:00:00.000,ZoneC,ZoneD,U042
T10021,Car19,2019-09-30 13:00:00.000,ZoneC,ZoneC,U067
T10022,Car05,2015-05-26 10:00:00.000,ZoneD,ZoneC,U128
T10023,Car09,2018-06-30 21:00:00.000,ZoneD,ZoneA,U125
T10024,Car10,2015-05-04 13:00:00.000,ZoneC,ZoneC,U114
T10025,Car10,2018-02-05 11:00:00.000,ZoneA,ZoneB,U011
T10026,Car14,2015-02-08 03:00:00.000,ZoneB,ZoneC,U136
T10027,Car10,2020-10-02 21:00:00.000,ZoneD,ZoneC,U025
T10028,Car25,2016-02-03 03:00:00.000,ZoneA,ZoneD,U105
T10029,Car04,2020-04-15 06:00:00.000,ZoneA,ZoneD,U013
T10030,Car23,2021-06-15 17:00:00.000,ZoneD,ZoneD,U018
T10031,Car24,2015-10-10 22:00:00.000,ZoneB,ZoneA,U012
T10032,Car06,2020-07-21 13:00:00.000,ZoneB,ZoneA,U090
T10033,Car23,2021-05-17 18:00:00.000,ZoneD,ZoneC,U143
T10034,Car09,2018-10-24 17:00:00.000,ZoneA,ZoneD,U063
T10035,Car29,2018-05-08 03:00:00.000,ZoneC,ZoneC,U059
T10036,Car10,2021-02-20 12:00:00.000,ZoneB,ZoneA,U067
T10037,Car06,2017-01-22 22:00:00.000,ZoneA,ZoneB,U147
T10038,Car28,2017-06-09 10:00:00.000,ZoneD,ZoneB,U097
T10039,Car07,2021-09-19 18:00:00.000,ZoneA,ZoneC,U147
T10040,Car14,2017-11-20 14:00:00.000,ZoneC,ZoneC,U052
T10041,Car26,2021-02-27 09:00:00.000,ZoneB,ZoneD,U123
T10042,Car22,2015-04-18 17:00:00.000,ZoneB,ZoneD,U150
T10043,Car11,2017-02-18 09:00:00.000,ZoneC,ZoneB,U149
T10044,Car21,2020-09-08 12:00:00.000,ZoneB,ZoneB,U150
T10045,Car10,2015-04-13 02:00:00.000,ZoneD,ZoneA,U089
T10046,Car18,2015-01-04 18:00:00.000,ZoneD,ZoneB,U116
T10047,Car23,2021-11-26 06:00:00.000,ZoneD,ZoneC,U053
T10048,Car20,2020-07-10 12:00:00.000,ZoneD,ZoneB,U122
T10049,Car24,2015-01-11 10:00:00.000,ZoneB,ZoneA,U033
T10050,Car18,2018-07-19 05:00:00.000,ZoneD,ZoneB,U033
T10051,Car27,2017-06-15 01:00:00.000,ZoneD,ZoneB,U157
T10052,Car10,2018-01-09 19:00:00.000,ZoneC,ZoneB,U080
T10053,Car14,2018-06-24 00:00:00.000,ZoneD,ZoneA,U086
T10054,Car08,2021-10-24 23:00:00.000,ZoneB,ZoneD,U111
T10055,Car18,2017-07-29 10:00:00.000,ZoneA,ZoneC,U042
T10056,Car27,2018-09-01 14:00:00.000,ZoneB,ZoneA,U063
T10057,Car01,2015-04-23 02:00:00.000,ZoneA,ZoneA,U010
T10059,Car21,2018-10-13 11:00:00.000,ZoneB,ZoneB,U077
T10060,Car20,2016-02-06 06:00:00.000,ZoneD,ZoneC,U088
T10061,Car25,2016-02-11 16:00:00.000,ZoneD,ZoneA,U080
T10062,Car18,2015-10-01 03:00:00.000,ZoneD,ZoneB,U076
T10063,Car01,2019-02-17 18:00:00.000,ZoneA,ZoneA,U071
T10064,Car23,2018-11-17 21:00:00.000,ZoneA,ZoneA,U049
T10065,Car16,2020-07-25 17:00:00.000,ZoneA,ZoneB,U043
T10067,Car02,2015-03-27 00:00:00.000,ZoneB,ZoneA,U132
T10068,Car28,2016-04-05 05:00:00.000,ZoneB,ZoneB,U138
T10069,Car03,2017-10-11 14:00:00.000,ZoneC,ZoneD,U127
T10070,Car20,2016-04-15 00:00:00.000,ZoneD,ZoneD,U143
T10071,Car05,2018-09-07 10:00:00.000,ZoneC,ZoneA,U089
T10072,Car03,2020-08-24 17:00:00.000,ZoneA,ZoneD,U105
T10073,Car19,2017-11-04 23:00:00.000,ZoneD,ZoneB,U060
T10074,Car12,2021-07-22 04:00:00.000,ZoneB,ZoneB,U020
T10075,Car22,2016-12-09 18:00:00.000,ZoneB,ZoneD,U147
T10076,Car20,2015-01-11 00:00:00.000,ZoneC,ZoneA,U048
T10077,Car25,2019-07-21 22:00:00.000,ZoneA,ZoneA,U046
T10078,Car03,2020-04-02 23:00:00.000,ZoneC,ZoneB,U013
T10079,Car04,2018-06-07 23:00:00.000,ZoneB,ZoneD,U126
T10080,Car23,2020-02-23 19:00:00.000,ZoneC,ZoneA,U074
T10081,Car26,2015-01-13 17:00:00.000,ZoneC,ZoneB,U162
T10082,Car04,2016-09-27 05:00:00.000,ZoneC,ZoneC,U140
T10083,Car21,2018-09-03 06:00:00.000,ZoneD,ZoneD,U075
T10084,Car23,2019-05-02 02:00:00.000,ZoneC,ZoneB,U159
T10085,Car22,2015-09-09 06:00:00.000,ZoneD,ZoneB,U078
T10086,Car19,2021-08-07 15:00:00.000,ZoneC,ZoneB,U140
T10087,Car27,2019-12-11 00:00:00.000,ZoneB,ZoneB,U153
T10088,Car01,2017-06-19 15:00:00.000,ZoneC,ZoneA,U075
T10089,Car18,2016-10-16 09:00:00.000,ZoneD,ZoneA,U057
T10090,Car02,2018-09-08 01:00:00.000,ZoneA,ZoneD,U139
T10092,Car14,2019-10-31 14:00:00.000,ZoneB,ZoneD,U112
T10093,Car19,2015-07-09 09:00:00.000,ZoneD,ZoneC,U110
T10094,Car23,2017-01-22 02:00:00.000,ZoneC,ZoneA,U062
T10095,Car13,2018-09-02 05:00:00.000,ZoneC,ZoneC,U040
T10096,Car03,2019-10-10 23:00:00.000,ZoneB,ZoneC,U032
T10097,Car17,2019-10-07 00:00:00.000,ZoneC,ZoneC,U041
T10098,Car15,2020-03-26 06:00:00.000,ZoneC,ZoneC,U160
T10099,Car02,2015-09-02 19:00:00.000,ZoneD,ZoneC,U125
T10100,Car25,2017-09-24 02:00:00.000,ZoneC,ZoneD,U061
T10101,Car29,2019-07-11 22:00:00.000,ZoneA,ZoneB,U118
T10102,Car12,2015-03-26 04:00:00.000,ZoneA,ZoneB,U093
T10103,Car12,2016-11-23 07:00:00.000,ZoneA,ZoneB,U144
T10104,Car30,2017-06-06 22:00:00.000,ZoneD,ZoneC,U103
T10105,Car02,2019-03-17 06:00:00.000,ZoneC,ZoneA,U123
T10106,Car17,2015-09-09 21:00:00.000,ZoneC,ZoneC,U054
T10107,Car30,2017-07-30 01:00:00.000,ZoneA,ZoneB,U128
T10108,Car14,2016-02-23 08:00:00.000,ZoneB,ZoneC,U056
T10109,Car29,2021-09-10 09:00:00.000,ZoneC,ZoneA,U012
T10110,Car15,2015-10-15 22:00:00.000,ZoneC,ZoneA,U074
T10111,Car24,2020-06-25 22:00:00.000,ZoneD,ZoneA,U100
T10112,Car24,2019-02-09 00:00:00.000,ZoneA,ZoneA,U069
T10113,Car14,2021-08-27 00:00:00.000,ZoneB,ZoneA,U111
T10114,Car28,2018-05-18 03:00:00.000,ZoneC,ZoneB,U032
T10115,Car04,2017-11-28 22:00:00.000,ZoneA,ZoneD,U024
T10116,Car29,2016-02-29 09:00:00.000,ZoneB,ZoneB,U019
T10117,Car29,2019-09-10 18:00:00.000,ZoneA,ZoneC,U095
T10118,Car25,2015-05-24 08:00:00.000,ZoneA,ZoneB,U115
T10119,Car20,2017-03-13 02:00:00.000,ZoneD,ZoneD,U138
T10120,Car12,2017-05-29 19:00:00.000,ZoneD,ZoneC,U142
T10121,Car20,2021-04-02 23:00:00.000,ZoneA,ZoneC,U048
T10122,Car25,2016-01-17 01:00:00.000,ZoneD,ZoneA,U142
T10123,Car24,2021-10-09 03:00:00.000,ZoneC,ZoneA,U056
T10124,Car19,2017-02-18 19:00:00.000,ZoneC,ZoneA,U073
T10125,Car24,2019-05-05 00:00:00.000,ZoneD,ZoneD,U091
T10126,Car07,2018-02-04 10:00:00.000,ZoneA,ZoneA,U066
T10127,Car09,2020-11-07 22:00:00.000,ZoneB,ZoneD,U061
T10128,Car08,2016-05-12 12:00:00.000,ZoneC,ZoneD,U030
T10129,Car30,2021-05-05 06:00:00.000,ZoneD,ZoneB,U106
T10130,Car21,2018-01-01 11:00:00.000,ZoneB,ZoneC,U138
T10131,Car07,2015-02-25 20:00:00.000,ZoneA,ZoneB,U128
T10132,Car17,2019-03-15 04:00:00.000,ZoneA,ZoneC,U147
T10133,Car20,2018-07-14 00:00:00.000,ZoneD,ZoneB,U048
T10134,Car09,2017-10-02 00:00:00.000,ZoneA,ZoneB,U062
T10135,Car07,2017-08-30 22:00:00.000,ZoneD,ZoneD,U102
T10136,Car18,2015-01-01 05:00:00.000,ZoneC,ZoneC,U065
T10137,Car29,2020-07-24 21:00:00.000,ZoneD,ZoneD,U091
T10138,Car14,2017-04-13 13:00:00.000,ZoneD,ZoneD,U138
T10139,Car27,2015-01-12 11:00:00.000,ZoneD,ZoneA,U129
T10141,Car04,2021-04-30 11:00:00.000,ZoneA,ZoneC,U010
T10142,Car10,2015-02-08 03:00:00.000,ZoneA,ZoneC,U054
T10143,Car17,2016-03-30 14:00:00.000,ZoneB,ZoneD,U043
T10144,Car26,2017-08-13 05:00:00.000,ZoneD,ZoneD,U108
T10145,Car13,2015-03-27 20:00:00.000,ZoneB,ZoneD,U075
T10146,Car15,2021-11-29 04:00:00.000,ZoneA,ZoneA,U011
T10147,Car05,2019-04-15 10:00:00.000,ZoneA,ZoneA,U084
T10148,Car01,2017-04-08 03:00:00.000,ZoneA,ZoneB,U111
T10149,Car16,2019-01-06 16:00:00.000,ZoneD,ZoneC,U054
T10150,Car02,2016-04-21 11:00:00.000,ZoneA,ZoneD,U040
T10151,Car24,2019-03-24 13:00:00.000,ZoneD,ZoneB,U057
T10152,Car13,2019-06-15 21:00:00.000,ZoneA,ZoneA,U053
T10153,Car14,2019-06-26 22:00:00.000,ZoneB,ZoneA,U069
T10154,Car20,2016-02-20 20:00:00.000,ZoneC,ZoneD,U018
T10155,Car15,2016-12-05 19:00:00.000,ZoneC,ZoneB,U149
T10156,Car01,2016-10-13 21:00:00.000,ZoneC,ZoneD,U099
T10157,Car25,2018-02-18 14:00:00.000,ZoneB,ZoneB,U042
T10158,Car03,2019-09-10 03:00:00.000,ZoneA,ZoneD,U148
T10159,Car03,2016-10-12 20:00:00.000,ZoneD,ZoneA,U063
T10160,Car29,2016-10-25 23:00:00.000,ZoneC,ZoneC,U108
T10161,Car20,2016-10-28 11:00:00.000,ZoneD,ZoneA,U122
T10162,Car03,2015-12-04 02:00:00.000,ZoneC,ZoneA,U075
T10163,Car10,2018-01-02 22:00:00.000,ZoneD,ZoneD,U075
T10164,Car26,2017-07-31 17:00:00.000,ZoneB,ZoneA,U063
T10165,Car22,2016-01-21 20:00:00.000,ZoneB,ZoneD,U022
T10166,Car09,2019-10-03 16:00:00.000,ZoneC,ZoneB,U077
T9131,Car03,2018-08-26 13:00:00.000,ZoneD,ZoneA,U112
T9132,Car15,2020-05-15 16:00:00.000,ZoneC,ZoneB,U142
T9133,Car14,2021-09-06 20:00:00.000,ZoneD,ZoneA,U011
T9134,Car17,2020-09-02 11:00:00.000,ZoneC,ZoneB,U125
T9135,Car25,2018-09-08 16:00:00.000,ZoneD,ZoneC,U162
T9136,Car25,2016-03-26 20:00:00.000,ZoneA,ZoneB,U093
T9137,Car10,2017-04-15 15:00:00.000,ZoneC,ZoneC,U026
T9139,Car07,2017-07-22 23:00:00.000,ZoneD,ZoneD,U130
T9140,Car10,2016-10-24 17:00:00.000,ZoneD,ZoneC,U140
T9141,Car06,2015-09-16 08:00:00.000,ZoneD,ZoneB,U038
T9142,Car08,2021-03-26 01:00:00.000,ZoneC,ZoneC,U050
T9143,Car06,2019-02-06 07:00:00.000,ZoneC,ZoneC,U030
T9144,Car11,2019-02-12 08:00:00.000,ZoneA,ZoneC,U099
T9145,Car21,2018-06-24 05:00:00.000,ZoneA,ZoneD,U124
T9146,Car06,2015-08-25 11:00:00.000,ZoneA,ZoneB,U021
T9147,Car28,2021-12-02 17:00:00.000,ZoneC,ZoneD,U052
T9149,Car22,2018-12-19 08:00:00.000,ZoneD,ZoneC,U057
T9150,Car09,2015-08-05 16:00:00.000,ZoneA,ZoneD,U044
T9151,Car02,2020-10-26 05:00:00.000,ZoneA,ZoneB,U110
T9152,Car21,2019-01-18 13:00:00.000,ZoneB,ZoneA,U118
T9153,Car23,2020-02-25 01:00:00.000,ZoneA,ZoneB,U161
T9154,Car28,2017-04-24 14:00:00.000,ZoneB,ZoneB,U083
T9155,Car01,2021-09-01 00:00:00.000,ZoneD,ZoneC,U033
T9156,Car01,2016-03-19 18:00:00.000,ZoneC,ZoneB,U118
T9157,Car03,2021-07-01 08:00:00.000,ZoneB,ZoneC,U078
T9158,Car28,2017-05-16 06:00:00.000,ZoneD,ZoneD,U129
T9159,Car19,2020-04-19 10:00:00.000,ZoneC,ZoneD,U159
T9160,Car19,2020-11-09 09:00:00.000,ZoneA,ZoneA,U043
T9161,Car15,2017-04-09 04:00:00.000,ZoneD,ZoneB,U058
T9162,Car08,2019-06-13 14:00:00.000,ZoneB,ZoneD,U064
T9163,Car20,2017-04-01 16:00:00.000,ZoneB,ZoneA,U078
T9164,Car07,2017-04-20 20:00:00.000,ZoneC,ZoneA,U108
